mass_1_source mass_2_source a_1 a_2 spin_1x spin_2x spin_1y spin_2y spin_1z spin_2z cos_tilt_1 cos_tilt_2 phi_1 phi_2 phi_12 eccentricity mean_anomaly redshift ra dec detection_time cos_iota psi phi_orb mass_1_detector mass_2_detector luminosity_distance
2.396026421e+01 1.623563766e+01 2.031427622e-01 8.330452442e-02 1.932518780e-01 1.646164209e-01 1.942256391e-01 9.363271296e-02 -1.329811066e-01 -1.813643426e-01 -6.843862534e-01 7.315533161e-01 2.011190414e+00 2.410327345e-01 6.771611571e-01 1.686254442e-01 8.599917293e-01 3.468572497e-01 5.647426128e+00 3.836617470e-01 2.077909241e+02 -6.015634537e-02 2.180417441e-02 1.751886964e+00 3.227105555e+01 2.186708629e+01 1.894539634e+03
5.302730560e+01 3.512801361e+01 2.419004887e-01 4.103485346e-01 -1.432486176e-01 -1.039731875e-01 -4.801968113e-02 3.808599710e-02 -1.329404861e-01 9.724367410e-02 4.966220856e-01 -8.366181850e-01 1.644026756e+00 5.572016239e+00 3.121585131e+00 7.884561270e-02 3.885392189e+00 5.792666674e-01 6.275201797e+00 6.285901070e-01 1.951516968e+03 3.157234192e-01 7.022958398e-01 2.805180550e+00 8.374425620e+01 5.547650099e+01 3.483383848e+03
4.672040558e+01 4.515388870e+01 3.332644701e-01 2.282378078e-01 3.617786467e-01 2.168918699e-01 2.400702536e-01 -9.166931361e-02 -1.202469990e-01 -2.353488505e-01 8.520119190e-01 -4.366321564e-01 3.743486881e+00 5.265360832e+00 5.383860469e-01 6.393092126e-02 2.529972553e+00 1.061534286e+00 3.126792192e+00 4.219403267e-01 1.542906860e+03 -8.168795109e-01 5.563253164e-01 8.957916498e-01 9.631571793e+01 9.308628969e+01 7.310811619e+03
3.034349823e+01 2.064569473e+01 4.073966742e-01 8.882413805e-02 -5.971995592e-01 -2.049454898e-01 6.804583967e-02 -1.274470687e-01 -1.071484685e-01 8.443194628e-02 -9.755113125e-01 9.023432732e-01 5.461387634e+00 3.526661634e+00 3.431816339e+00 2.018181533e-01 4.419888020e+00 1.360306293e-01 5.045919895e+00 -4.542739391e-01 1.155020523e+02 6.894524097e-01 1.116865396e+00 5.057185888e-01 3.447114339e+01 2.345414158e+01 6.618600912e+02
3.809894943e+01 3.788851166e+01 1.863043904e-01 2.749552131e-01 -1.374682039e-01 2.981855571e-01 -1.412682384e-01 2.465832680e-01 2.617715001e-01 1.434103101e-01 2.530763149e-01 9.768166542e-01 5.657177448e+00 9.806159735e-01 3.842791319e+00 3.398741484e-01 5.722029209e+00 2.212514639e+00 4.245617867e+00 5.942120552e-01 1.566757080e+03 1.420550346e-01 2.080246925e+00 3.704929113e+00 1.223934328e+02 1.217173983e+02 1.802148079e+04
3.222253036e+01 3.086094856e+01 1.741498709e-01 2.227195352e-01 9.453642182e-03 1.257009208e-01 1.539177299e-01 1.372549087e-01 -3.997932374e-02 -5.297070369e-02 5.341396332e-01 -2.523598671e-01 2.605954707e-01 3.097641230e+00 5.140565395e+00 7.259517908e-02 1.594394803e+00 3.285193443e-01 4.158689976e+00 4.525046349e-01 2.079950684e+03 2.902460098e-01 5.010087490e-01 4.169171333e+00 4.280825491e+01 4.099936715e+01 1.778604253e+03
5.186093807e+00 5.185630322e+00 3.649297953e-01 1.718213409e-02 -3.683173656e-01 -6.551025808e-02 1.978793293e-01 2.135790884e-01 7.824345678e-02 2.327332348e-01 7.843351364e-01 -9.978418350e-01 4.083720684e+00 5.440419674e+00 4.640487671e+00 8.894823492e-02 4.947811604e+00 1.905703783e+00 1.415712953e+00 2.443737984e-01 4.169845215e+03 -6.290981770e-01 2.046216488e+00 5.534503937e+00 1.506925239e+01 1.506790564e+01 1.502141878e+04
6.406323242e+01 5.941405487e+01 1.156984791e-01 1.233606115e-01 -3.385693133e-01 1.128537804e-01 -6.786628067e-02 -2.905466221e-02 -8.823652752e-03 -2.756596208e-01 9.055104256e-01 -2.612783909e-01 6.179667950e+00 2.983243704e+00 1.755083799e+00 1.133247539e-01 2.053160667e+00 7.218204141e-01 5.871679306e+00 3.399925232e-01 2.417003784e+02 -4.967212677e-03 8.158249855e-01 2.616569042e+00 1.103053814e+02 1.023003326e+02 4.551134639e+03
4.184880066e+01 3.486771011e+01 1.552591920e-01 1.810957342e-01 5.579264164e-01 -1.382084638e-01 2.249788493e-01 -3.308830261e-01 -2.308383435e-01 4.660042003e-02 8.015081882e-01 -9.940447807e-01 4.208832264e+00 1.466079712e+00 6.996592879e-01 2.278972268e-01 2.930729628e+00 5.871123075e-01 6.219805479e-01 2.229011059e-01 4.717760742e+03 6.355075836e-01 1.596077085e+00 4.041592121e+00 6.641874658e+01 5.533897186e+01 3.540487034e+03
1.024472237e+01 5.285232067e+00 1.290340573e-01 1.392201334e-01 -7.411207259e-02 8.660653979e-02 -3.203270957e-02 2.172097713e-01 -1.791174561e-01 1.274620444e-01 7.813639641e-01 -1.422910690e-01 2.624321461e+00 3.836910009e+00 5.980401993e+00 3.173664585e-02 1.687530994e+00 9.819081426e-02 5.162842274e+00 -4.963612556e-01 1.733324097e+03 -8.389027119e-01 1.117515206e+00 1.229067683e+00 1.125066000e+01 5.804193307e+00 4.661762034e+02
5.356731415e+01 3.902706528e+01 2.161202729e-01 3.285104409e-02 3.890386522e-01 -2.668197826e-02 -2.815452870e-03 1.074690148e-01 2.226426601e-01 1.561082602e-01 1.573555470e-01 7.427926064e-01 3.986767530e+00 8.261572719e-01 4.951696873e+00 1.320442855e-01 6.095013142e+00 5.009138584e-01 1.909176230e+00 -7.118496895e-01 2.456525879e+03 -1.430265903e-01 2.461604834e+00 3.928604364e+00 8.039992416e+01 5.857626313e+01 2.924728451e+03
5.397809029e+00 5.319407940e+00 2.450997084e-01 2.808984220e-01 4.395756423e-01 -3.175103664e-01 4.772453904e-01 1.288824230e-01 -9.678456932e-03 1.458011717e-01 3.582305908e-01 8.565425873e-01 7.688621879e-01 6.018440723e-01 5.004163086e-02 1.431541890e-01 4.050134659e+00 1.546612620e+00 4.884076595e+00 8.366427422e-01 9.253117676e+02 -7.953438759e-01 1.230627179e+00 5.727912784e-01 1.374612859e+01 1.354647139e+01 1.162727316e+04
9.782670975e+00 9.114028931e+00 3.658586144e-01 1.959705800e-01 -1.081745848e-01 1.738342047e-01 5.065649748e-01 8.838849515e-02 -6.733431667e-02 4.915287718e-03 4.568901062e-01 7.212162018e-02 4.328890800e+00 2.789965868e+00 1.619103312e+00 1.954014450e-01 2.589107275e+00 2.152837217e-01 4.099054262e-02 4.508941174e-01 3.164729492e+03 -4.339714050e-01 6.213596091e-02 2.946399689e+00 1.188872079e+01 1.107613100e+01 1.098263204e+03
5.511383438e+01 4.607083130e+01 1.025811583e-01 2.640403509e-01 4.006377161e-01 -6.639665365e-02 -1.167705879e-01 -1.605485082e-01 -8.877953142e-02 1.395988017e-01 1.885128021e-01 -9.563138485e-01 2.421936989e-01 6.641178131e-01 2.839599371e+00 3.080882728e-01 2.820114374e+00 9.546846151e-01 2.996858597e+00 -2.015469074e-01 1.047887451e+03 6.358935833e-01 1.933410883e+00 3.726948738e+00 1.077301641e+02 9.005394515e+01 6.414563441e+03
3.034349823e+01 2.064569473e+01 4.073966742e-01 8.882413805e-02 -5.971995592e-01 -2.049454898e-01 6.804583967e-02 -1.274470687e-01 -1.071484685e-01 8.443194628e-02 -9.755113125e-01 9.023432732e-01 5.461387634e+00 3.526661634e+00 3.431816339e+00 2.018181533e-01 4.419888020e+00 1.360306293e-01 5.045919895e+00 -4.542739391e-01 1.155020523e+02 6.894524097e-01 1.116865396e+00 5.057185888e-01 3.447114339e+01 2.345414158e+01 6.618600912e+02
4.101148987e+01 3.615174103e+01 5.861741900e-01 2.538482845e-01 -5.807669833e-02 2.265546173e-01 1.599982940e-02 -1.242088601e-01 -1.294859052e-01 -1.520834770e-02 4.357249737e-01 -2.043366432e-02 1.553384781e+00 5.406865120e+00 2.429337353e-01 1.384093016e-01 1.365059376e+00 6.081436276e-01 1.766310036e-01 1.434874535e-02 3.542268311e+03 -4.955859184e-01 2.855022669e+00 6.277217388e+00 6.595236609e+01 5.813719196e+01 3.694559531e+03
6.944753170e+00 5.986792088e+00 9.404278398e-01 5.623969436e-01 2.993474947e-03 -1.113573313e-01 3.622085154e-01 4.150486887e-01 1.138822176e-02 3.546175659e-01 -1.657712460e-01 8.538453579e-01 5.090164661e+00 2.396313906e+00 6.000753403e+00 2.554079592e-01 5.549488544e+00 2.262300014e+00 5.052610874e+00 -6.407423019e-01 2.479419678e+03 -9.659662247e-01 2.617664099e+00 5.642824769e-01 2.265586837e+01 1.953071191e+01 1.851573125e+04
1.191438007e+01 9.860720634e+00 3.650207520e-01 5.834709406e-01 5.471387133e-02 -4.301491752e-02 -1.632740498e-01 1.523981392e-01 -3.174161911e-01 -2.887924314e-01 -9.908847809e-01 3.451170921e-01 4.770560741e+00 4.147463143e-01 1.798761010e+00 1.471953839e-01 1.118950605e+00 1.816386133e-01 3.170067310e+00 -5.591194630e-01 3.206136475e+02 -1.795473099e-01 2.169926405e+00 2.540234089e+00 1.407849155e+01 1.165180826e+01 9.087532476e+02
3.645293045e+01 2.156926346e+01 7.834905982e-01 3.864081949e-02 4.037588090e-02 -1.468822807e-01 -1.121061072e-01 3.725472838e-02 -1.078749821e-01 1.906014793e-02 9.010744095e-01 7.164077759e-01 1.695176125e+00 5.704178333e+00 5.574234486e+00 1.284486502e-01 2.680877209e+00 1.105501533e+00 2.974883080e+00 6.895084381e-01 2.473942383e+03 3.633496761e-01 2.862416506e+00 4.473117352e+00 7.675170093e+01 4.541411727e+01 7.686155212e+03
7.567317200e+01 6.372683334e+01 2.237644345e-01 1.611649543e-01 -1.934614219e-02 1.506231911e-02 6.445743144e-02 -3.958255798e-02 1.302673072e-01 -6.266721338e-02 -4.911010265e-01 9.892749786e-02 5.304263234e-01 3.824331164e-01 5.293988705e+00 1.793642715e-02 5.442679405e+00 1.006625533e+00 4.306143284e+00 3.078241348e-01 5.065334167e+02 -3.177800179e-01 2.083707333e+00 4.962375462e-01 1.518477191e+02 1.278758909e+02 6.847326840e+03
2.973855782e+01 1.565626717e+01 3.944492638e-01 2.188935876e-01 -2.347419262e-01 -2.427313775e-01 1.357286572e-01 -3.895051405e-02 -7.227303833e-02 3.966380376e-03 4.797768593e-02 -5.034449100e-01 2.848878860e+00 2.901261091e+00 6.104537487e+00 1.258789301e-01 5.023940563e+00 3.327394128e-01 9.121373296e-01 -6.455500126e-01 2.926980286e+02 -3.579139709e-03 1.478253007e+00 2.065601051e-01 3.963374808e+01 2.086572431e+01 1.805149013e+03
4.360626602e+01 4.016912460e+01 4.291110933e-01 2.183682844e-02 -2.310715914e-01 3.200157583e-01 -2.000198215e-01 2.001643479e-01 1.509983744e-02 -1.917538606e-02 -7.185270786e-01 -9.572939873e-01 2.837609768e+00 4.896063805e+00 9.529578686e-01 2.793291509e-01 2.587494612e+00 4.637964368e-01 6.124924660e+00 -8.058121204e-01 1.489356934e+03 -1.793842316e-01 4.123341143e-01 7.013992667e-01 6.383069682e+01 5.879942146e+01 2.667846734e+03
6.080080509e+00 5.669870853e+00 7.611598074e-02 6.065126657e-01 -6.031262875e-02 8.217266947e-02 1.836263239e-01 2.693191767e-01 1.815799028e-01 -1.062755212e-01 -7.728257179e-01 4.142003059e-01 3.101447105e+00 3.174220562e+00 2.095430613e+00 1.974555850e-01 3.548424244e-01 1.661680579e+00 4.699536800e+00 2.962415218e-01 4.315432129e+03 4.699716568e-01 5.930876732e-01 3.111456156e+00 1.618323221e+01 1.509138514e+01 1.269933549e+04
4.148107147e+01 3.041778755e+01 6.635373831e-02 2.911927402e-01 -3.220648766e-01 2.702821493e-01 -2.876477540e-01 1.038022637e-01 2.563082380e-03 3.096602857e-01 1.382939816e-01 9.268474579e-02 1.437701821e+00 3.407264948e-01 4.166360855e+00 1.211748347e-01 6.065960884e+00 1.901691854e-01 1.673446536e+00 9.962937832e-01 9.297001343e+02 -9.845058918e-01 2.473481178e+00 4.973236322e-01 4.936949304e+01 3.620231343e+01 9.562230271e+02
5.263838291e+00 5.252027512e+00 7.457812130e-02 1.897303760e-01 8.635075390e-02 -8.806822449e-02 -2.725246847e-01 3.770948574e-02 -1.953749955e-01 -3.493328020e-02 -9.342861176e-01 7.254958153e-02 1.248134613e+00 5.075150967e+00 8.349102736e-01 6.957434863e-02 6.775333881e-01 1.674730182e+00 5.119533539e-01 -3.270730972e-01 5.759148560e+02 6.696932316e-01 7.829272151e-01 5.578243256e+00 1.407934715e+01 1.404775650e+01 1.282189520e+04
9.610593796e+00 9.569442749e+00 2.808855176e-01 6.322038919e-02 1.623652130e-01 2.188283950e-03 -3.985126019e-01 -5.256507993e-01 -1.613981128e-01 1.547957957e-01 8.692278862e-01 6.715407372e-01 5.900277615e+00 2.339988232e+00 1.250531435e+00 5.925735831e-02 5.890182972e+00 1.608015180e+00 4.895724773e+00 3.390467167e-01 4.786505859e+03 -9.974963665e-01 1.869606495e+00 2.178278208e+00 2.506457450e+01 2.495725195e+01 1.219738363e+04
7.848705292e+01 3.705561829e+01 4.099689424e-02 3.637467027e-01 -2.417284437e-02 1.809648573e-01 2.279424220e-01 2.761121690e-01 -1.483600587e-01 3.559734523e-01 7.905006409e-02 -1.302325726e-01 4.523615837e+00 1.852283359e+00 6.057890415e+00 5.784848705e-02 6.200155258e+00 7.459003925e-01 2.165587664e+00 1.734631062e-01 4.658850586e+03 -7.464590073e-01 2.455619097e+00 2.048855305e+00 1.370305765e+02 6.469541851e+01 4.737417167e+03
7.668103790e+01 4.908473587e+01 5.290500447e-02 6.555176973e-01 2.868103087e-01 6.109994650e-02 -1.138579473e-01 -1.164707318e-01 6.281311065e-02 -3.798902035e-01 7.288370132e-01 -9.271383286e-01 5.019322872e+00 5.473004818e+00 4.027917385e+00 8.617462963e-02 1.143169999e+00 8.750972152e-01 6.094156742e+00 -8.351128101e-01 3.636922607e+03 4.976975918e-01 1.737721682e+00 1.888901144e-01 1.437844006e+02 9.203865154e+01 5.762881118e+03
5.684768677e+01 3.910274887e+01 4.221608043e-01 3.354039788e-01 -4.298119545e-01 -2.339955866e-01 -2.839223742e-01 7.256273925e-02 2.054959536e-01 -3.086500764e-01 -2.389583588e-01 -8.618855476e-02 4.867093563e-01 1.764480233e+00 3.943808556e+00 5.495163426e-02 1.959054589e+00 5.541772842e-01 4.487201214e+00 -7.251756191e-01 1.185093140e+03 -1.338753700e-01 2.831071377e+00 5.730670929e+00 8.835138344e+01 6.077260405e+01 3.302165510e+03
5.356171131e+00 5.313873291e+00 5.959284306e-02 3.800328672e-01 2.945217490e-02 1.688327789e-01 -7.687632740e-02 -3.433645144e-02 1.749290675e-01 -2.192197554e-02 8.971881866e-01 9.226942062e-01 5.028071404e+00 3.059807777e+00 4.803197384e+00 1.094731763e-01 4.542684078e+00 1.823657751e+00 3.266991138e+00 -3.074548244e-01 1.177361572e+03 5.199449062e-01 8.449406624e-01 6.013526917e+00 1.512399413e+01 1.500455951e+01 1.423379637e+04
7.092903137e+01 6.423782349e+01 5.880851150e-01 1.073509604e-01 4.228474796e-01 1.068872809e-01 -1.015127227e-01 -1.318722516e-01 -3.905753195e-01 1.159964800e-01 5.874950886e-01 8.695633411e-01 6.737748384e-01 8.794690967e-01 3.487132490e-01 4.635170102e-02 5.334116459e+00 1.317532182e+00 1.735814691e+00 9.308421612e-01 3.772320068e+03 1.699783802e-01 7.205912471e-01 4.429252625e+00 1.643803128e+02 1.488732232e+02 9.543810653e+03
2.884938622e+01 1.860307693e+01 4.417890608e-01 1.325006131e-02 -1.327777356e-01 -7.932069898e-02 2.620055676e-01 3.173496425e-01 -7.357368618e-02 -7.364135236e-02 -4.757809639e-01 6.876535416e-01 1.895976305e+00 3.407358646e+00 4.150095463e+00 1.002901122e-01 3.439300358e-01 3.269500434e-01 1.388230205e+00 -9.276494980e-01 1.394354736e+03 -1.551103592e-02 1.482015371e+00 2.366397679e-01 3.828169429e+01 2.468535375e+01 1.768753950e+03
6.036848068e+01 5.251666260e+01 2.627436519e-01 1.483127754e-02 -2.962687314e-01 -4.662445188e-01 5.525190383e-02 -2.972720265e-01 9.088548273e-02 1.975816209e-03 4.836909771e-01 3.542017937e-01 1.215055823e+00 4.283983707e+00 3.326596260e+00 1.246537268e-01 2.968121767e+00 1.326035619e+00 3.443285942e+00 1.329081059e-01 4.756561523e+03 5.522284508e-01 1.449492455e+00 3.304268837e+00 1.404192363e+02 1.221556278e+02 9.619822725e+03
4.850315094e+01 3.645812988e+01 5.359356850e-02 1.109720245e-01 2.258392125e-01 -1.904768199e-01 -7.375926361e-04 -2.138203382e-02 -1.503105159e-03 2.271081060e-01 8.927896023e-01 -3.568730354e-01 2.602331877e+00 3.409849167e+00 5.651470661e+00 2.369006127e-01 3.106810808e+00 7.848477960e-01 5.029358387e+00 7.292594910e-01 2.262652832e+03 3.849973679e-01 1.152111411e+00 4.011123180e+00 8.657074205e+01 6.507221277e+01 5.042048848e+03
5.503637314e+00 5.420206070e+00 2.349866182e-01 2.578424215e-01 4.451102912e-01 3.635957837e-01 -7.867336273e-02 -2.322463989e-01 -1.481612772e-01 2.399342507e-02 7.142887115e-01 1.405777931e-01 4.735923290e+00 2.108602762e+00 1.311426997e+00 6.627854705e-02 5.713704228e-01 1.558126658e-01 4.272022247e+00 2.287430763e-01 2.623970215e+03 7.366847992e-01 2.326935768e+00 1.875529051e+00 6.361173715e+00 6.264742827e+00 7.675000881e+02
6.589759827e+01 4.656081772e+01 3.335647285e-02 6.398267299e-02 -2.534141243e-01 9.098362923e-02 7.231865078e-02 4.390626550e-01 -2.184916846e-02 -1.497926414e-01 6.586096287e-01 7.936260700e-01 1.196047425e+00 1.463188529e+00 1.955730438e+00 5.915388092e-02 2.692822456e+00 8.273524642e-01 3.589528561e+00 4.273421764e-01 1.294523804e+03 4.862754345e-01 5.394927263e-01 7.843660712e-01 1.204181386e+02 8.508302499e+01 5.379019160e+03
5.684768677e+01 3.910274887e+01 4.221608043e-01 3.354039788e-01 -4.298119545e-01 -2.339955866e-01 -2.839223742e-01 7.256273925e-02 2.054959536e-01 -3.086500764e-01 -2.389583588e-01 -8.618855476e-02 4.867093563e-01 1.764480233e+00 3.943808556e+00 5.495163426e-02 1.959054589e+00 5.541772842e-01 4.487201214e+00 -7.251756191e-01 1.185093140e+03 -1.338753700e-01 2.831071377e+00 5.730670929e+00 8.835138344e+01 6.077260405e+01 3.302165510e+03
7.113722229e+01 7.030733490e+01 6.465788484e-01 1.137448102e-01 -1.268050373e-01 -1.550766081e-01 -3.656610474e-02 9.735029191e-03 -8.535788953e-02 3.006715141e-02 -1.122782230e-01 7.013411522e-01 6.153401375e+00 4.614797115e+00 1.256644130e+00 2.707919180e-01 1.874142528e+00 2.784228325e-01 4.629454613e+00 3.819508553e-01 4.722387207e+03 -1.769249439e-01 6.344168186e-01 2.995205402e+00 9.094344922e+01 8.988250223e+01 1.469848840e+03
6.890982056e+01 5.495256042e+01 4.701044559e-01 5.103232265e-01 -4.652507231e-02 -1.848592758e-01 -3.577401340e-01 -7.248193771e-02 1.158290133e-01 3.273540437e-01 -1.389133930e-01 -6.964414120e-01 2.479821682e+00 2.644948483e+00 5.029742718e+00 6.791852415e-02 5.501319885e+00 1.562332988e+00 1.281758547e+00 -1.770248413e-01 3.427852051e+03 -8.088033199e-01 1.004442453e+00 5.766272068e+00 1.765699064e+02 1.408067583e+02 1.177279468e+04
